City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Datetime
468,namatanai,-3.6667,152.4333,84.47,68,91,4.79,PG,1675649196,2023-02-06 02:06:36
469,eunice,30.4944,-92.4176,58.89,66,94,2.1,US,1675649196,2023-02-06 02:06:36
470,tongren,27.7172,109.1853,46.53,82,100,0.47,CN,1675649196,2023-02-06 02:06:36
471,launceston,-41.45,147.1667,76.33,51,2,11.5,AU,1675649197,2023-02-06 02:06:37
472,calabozo,8.9242,-67.4293,84.81,46,92,11.83,VE,1675649197,2023-02-06 02:06:37
473,san vicente,-26.6167,-54.1333,64.56,53,100,1.72,AR,1675649197,2023-02-06 02:06:37
474,saucillo,28.0167,-105.2833,68.31,19,0,4.38,MX,1675649198,2023-02-06 02:06:38
475,santa cruz,-17.8,-63.1667,74.66,88,40,5.75,BO,1675649092,2023-02-06 02:04:52
476,zhongshu,24.5167,103.7667,59.29,49,6,11.56,CN,1675649198,2023-02-06 02:06:38
477,gannan,47.9147,123.5031,11.35,69,6,8.21,CN,1675649198,2023-02-06 02:06:38
478,batsfjord,70.6345,29.7185,37.33,80,100,21.85,NO,1675649199,2023-02-06 02:06:39
479,rypefjord,70.6333,23.6667,34.27,100,75,9.22,NO,1675649177,2023-02-06 02:06:17
480,sadiqabad,28.3062,70.1307,60.42,37,0,9.53,PK,1675649199,2023-02-06 02:06:39
481,dukat,62.55,155.55,-27.17,96,44,4.03,RU,1675649199,2023-02-06 02:06:39
482,hurghada,27.2574,33.8129,53.64,54,0,0.0,EG,1675649200,2023-02-06 02:06:40
483,liverpool,53.4106,-2.9779,35.29,87,0,3.44,GB,1675649172,2023-02-06 02:06:12
484,bay roberts,47.5999,-53.2648,27.05,81,92,5.01,CA,1675649200,2023-02-06 02:06:40
485,gazli,40.1333,63.45,37.54,63,100,7.92,UZ,1675649201,2023-02-06 02:06:41
486,mathathane,-22.2687,28.7495,71.37,61,3,3.8,BW,1675649201,2023-02-06 02:06:41
487,arawa,-6.2132,155.5367,80.46,83,100,2.82,PG,1675649201,2023-02-06 02:06:41
488,mosjoen,65.836,13.1908,40.66,86,100,2.3,NO,1675649201,2023-02-06 02:06:41
489,santiago,-33.4569,-70.6483,76.55,49,0,12.66,CL,1675648709,2023-02-06 01:58:29
490,touros,-5.1989,-35.4608,79.48,78,8,9.44,BR,1675649202,2023-02-06 02:06:42
